random,itemtype,format,title,objectid,relative_link,nexttitle,nextobjectid,nextlink,prevtitle,prevobjectid,prevlink
9996,contextual,image/jpg,Billy Houston Sketch,billyhouston-klockman,mapitem.html?id=billyhouston-klockman,Night Bird,ballcreek-cedarrub-nightbird,mapitem.html?id=ballcreek-cedarrub-nightbird,Doe,ballcreek-streamcrossing-whitetaileddoe,mapitem.html?id=ballcreek-streamcrossing-whitetaileddoe
2762,trailcam,video/avi,Night Bird,ballcreek-cedarrub-nightbird,mapitem.html?id=ballcreek-cedarrub-nightbird,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0164,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0164,Billy Houston Sketch,billyhouston-klockman,mapitem.html?id=billyhouston-klockman
10460,trailcam,image/jpg,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0164,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0164,Snowshoe Away,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0254,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0254,Night Bird,ballcreek-cedarrub-nightbird,mapitem.html?id=ballcreek-cedarrub-nightbird
14116,trailcam,video/avi,Snowshoe Away,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0254,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0254,Doe Approach,twomouth-aboveroad-imag0071,mapitem.html?id=twomouth-aboveroad-imag0071,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0164,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0164
1240,trailcam,image/jpg,Doe Approach,twomouth-aboveroad-imag0071,mapitem.html?id=twomouth-aboveroad-imag0071,Camera Setup,salmopriest-criticalhabitat-salmodivide535rim-imag0006,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0006,Snowshoe Away,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0254,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0254
16045,trailcam,image/jpg,Camera Setup,salmopriest-criticalhabitat-salmodivide535rim-imag0006,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0006,Same Exact Thing,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209,Doe Approach,twomouth-aboveroad-imag0071,mapitem.html?id=twomouth-aboveroad-imag0071
4531,trailcam,image/jpg,Same Exact Thing,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209,Blurry Night,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0017,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0017,Camera Setup,salmopriest-criticalhabitat-salmodivide535rim-imag0006,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0006
618,trailcam,video/avi,Blurry Night,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0017,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0017,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0126,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0126,Same Exact Thing,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209
14072,trailcam,image/jpg,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0126,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0126,Camera Assessment ,salmopriest-criticalhabitat-salmodivide535rim-imag0014,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0014,Blurry Night,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0017,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0017
8295,trailcam,image/jpg,Camera Assessment ,salmopriest-criticalhabitat-salmodivide535rim-imag0014,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0014,Landscape ,twomouth-aboveroad-imag0011,mapitem.html?id=twomouth-aboveroad-imag0011,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0126,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0126
11232,trailcam,image/jpg,Landscape ,twomouth-aboveroad-imag0011,mapitem.html?id=twomouth-aboveroad-imag0011,Bull Moose at Night,ballcreek-smallclearing-bullmooseatnight,mapitem.html?id=ballcreek-smallclearing-bullmooseatnight,Camera Assessment ,salmopriest-criticalhabitat-salmodivide535rim-imag0014,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0014
3575,trailcam,image/jpg,Bull Moose at Night,ballcreek-smallclearing-bullmooseatnight,mapitem.html?id=ballcreek-smallclearing-bullmooseatnight,Blustery,ballcreek-smallclearing-blusterydayshot,mapitem.html?id=ballcreek-smallclearing-blusterydayshot,Landscape ,twomouth-aboveroad-imag0011,mapitem.html?id=twomouth-aboveroad-imag0011
14715,trailcam,video/avi,Blustery,ballcreek-smallclearing-blusterydayshot,mapitem.html?id=ballcreek-smallclearing-blusterydayshot,Unknown,salmopriest-criticalhabitatsnowytopsouthbasin-imag0025,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0025,Bull Moose at Night,ballcreek-smallclearing-bullmooseatnight,mapitem.html?id=ballcreek-smallclearing-bullmooseatnight
34,trailcam,image/jpg,Unknown,salmopriest-criticalhabitatsnowytopsouthbasin-imag0025,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0025,Buck Profile ,salmopriest-criticalhabitat-salmodivide535rim-imag0081,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0081,Blustery,ballcreek-smallclearing-blusterydayshot,mapitem.html?id=ballcreek-smallclearing-blusterydayshot
4162,trailcam,image/jpg,Buck Profile ,salmopriest-criticalhabitat-salmodivide535rim-imag0081,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0081,Chris Head,salmopriest-criticalhabitat-salmodivide535rim-imag0025,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0025,Unknown,salmopriest-criticalhabitatsnowytopsouthbasin-imag0025,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0025
13537,trailcam,image/jpg,Chris Head,salmopriest-criticalhabitat-salmodivide535rim-imag0025,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0025,Open Meadow,two-mouth-meadow-imag0002,mapitem.html?id=two-mouth-meadow-imag0002,Buck Profile ,salmopriest-criticalhabitat-salmodivide535rim-imag0081,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0081
9374,trailcam,image/jpg,Open Meadow,two-mouth-meadow-imag0002,mapitem.html?id=two-mouth-meadow-imag0002,Morning Glare,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0302,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0302,Chris Head,salmopriest-criticalhabitat-salmodivide535rim-imag0025,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0025
19595,trailcam,video/avi,Morning Glare,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0302,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0302,Night Bug,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0268,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0268,Open Meadow,two-mouth-meadow-imag0002,mapitem.html?id=two-mouth-meadow-imag0002
14842,trailcam,video/avi,Night Bug,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0268,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0268,Selkirk Ghosts,salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006,mapitem.html?id=salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006,Morning Glare,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0302,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0302
17258,trailcam,image/jpg,Selkirk Ghosts,salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006,mapitem.html?id=salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006,Marmot Wrestle,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605,Night Bug,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0268,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0268
1258,trailcam,image/jpg,Marmot Wrestle,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605,Family Passes Tree,ballcreek-cedarrub-familypassestree,mapitem.html?id=ballcreek-cedarrub-familypassestree,Selkirk Ghosts,salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006,mapitem.html?id=salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006
5268,trailcam,image/jpg,Family Passes Tree,ballcreek-cedarrub-familypassestree,mapitem.html?id=ballcreek-cedarrub-familypassestree,Departure,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0192,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0192,Marmot Wrestle,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605
16053,trailcam,video/avi,Departure,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0192,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0192,Blank Day,salmopriest-criticalhabitat-salmodivide535rim-imag0095,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0095,Family Passes Tree,ballcreek-cedarrub-familypassestree,mapitem.html?id=ballcreek-cedarrub-familypassestree
3291,trailcam,image/jpg,Blank Day,salmopriest-criticalhabitat-salmodivide535rim-imag0095,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0095,Morning on the Ridge,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315,Departure,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0192,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0192
19298,trailcam,image/jpg,Morning on the Ridge,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315,Whitetail Quartering,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0206,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0206,Blank Day,salmopriest-criticalhabitat-salmodivide535rim-imag0095,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0095
12743,trailcam,video/avi,Whitetail Quartering,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0206,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0206,Los Angeles County Museum of Natural History,lacnhm-mega-jack,mapitem.html?id=lacnhm-mega-jack,Morning on the Ridge,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315
1846,contextual,image/jpg,Los Angeles County Museum of Natural History,lacnhm-mega-jack,mapitem.html?id=lacnhm-mega-jack,Morning Shower,two-mouth-meadow-imag0059,mapitem.html?id=two-mouth-meadow-imag0059,Whitetail Quartering,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0206,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0206
7988,trailcam,image/jpg,Morning Shower,two-mouth-meadow-imag0059,mapitem.html?id=two-mouth-meadow-imag0059,Old Growth Reflections,ballcreek-cedarrub-thereweretreeslikethiseverywhere,mapitem.html?id=ballcreek-cedarrub-thereweretreeslikethiseverywhere,Los Angeles County Museum of Natural History,lacnhm-mega-jack,mapitem.html?id=lacnhm-mega-jack
3357,trailcam,video/avi,Old Growth Reflections,ballcreek-cedarrub-thereweretreeslikethiseverywhere,mapitem.html?id=ballcreek-cedarrub-thereweretreeslikethiseverywhere,Morning in the Engelmann/Subalpine Forest,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219,Morning Shower,two-mouth-meadow-imag0059,mapitem.html?id=two-mouth-meadow-imag0059
13553,trailcam,image/jpg,Morning in the Engelmann/Subalpine Forest,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219,Night Stroll,ballcreek-smallclearing-youngbullmoosepassesinthenight,mapitem.html?id=ballcreek-smallclearing-youngbullmoosepassesinthenight,Old Growth Reflections,ballcreek-cedarrub-thereweretreeslikethiseverywhere,mapitem.html?id=ballcreek-cedarrub-thereweretreeslikethiseverywhere
9045,trailcam,video/avi,Night Stroll,ballcreek-smallclearing-youngbullmoosepassesinthenight,mapitem.html?id=ballcreek-smallclearing-youngbullmoosepassesinthenight,Snowshoe at Night,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0231,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0231,Morning in the Engelmann/Subalpine Forest,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219
9490,trailcam,image/jpg,Snowshoe at Night,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0231,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0231,Critical Shadows,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,Night Stroll,ballcreek-smallclearing-youngbullmoosepassesinthenight,mapitem.html?id=ballcreek-smallclearing-youngbullmoosepassesinthenight
17724,trailcam,image/jpg,Critical Shadows,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,Not Much There,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,Snowshoe at Night,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0231,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0231
12218,trailcam,image/jpg,Not Much There,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,Caribou Head by W. Holberton ,caribou-head-holberton,mapitem.html?id=caribou-head-holberton,Critical Shadows,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289
18558,contextual,image/jpg,Caribou Head by W. Holberton ,caribou-head-holberton,mapitem.html?id=caribou-head-holberton,Investigates Rub,ballcreek-cedarrub-bullelkinvestigatesblackbearrub,mapitem.html?id=ballcreek-cedarrub-bullelkinvestigatesblackbearrub,Not Much There,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207
8448,trailcam,video/avi,Investigates Rub,ballcreek-cedarrub-bullelkinvestigatesblackbearrub,mapitem.html?id=ballcreek-cedarrub-bullelkinvestigatesblackbearrub,Cow And Calf ,twomouth-unnamedlake-imag0097,mapitem.html?id=twomouth-unnamedlake-imag0097,Caribou Head by W. Holberton ,caribou-head-holberton,mapitem.html?id=caribou-head-holberton
9785,trailcam,image/jpg,Cow And Calf ,twomouth-unnamedlake-imag0097,mapitem.html?id=twomouth-unnamedlake-imag0097,Waters Edge,twomouth-unnamedlake-imag0007,mapitem.html?id=twomouth-unnamedlake-imag0007,Investigates Rub,ballcreek-cedarrub-bullelkinvestigatesblackbearrub,mapitem.html?id=ballcreek-cedarrub-bullelkinvestigatesblackbearrub
15157,trailcam,image/jpg,Waters Edge,twomouth-unnamedlake-imag0007,mapitem.html?id=twomouth-unnamedlake-imag0007,Wapiti,ballcreek-cedarrub-bullelkrack,mapitem.html?id=ballcreek-cedarrub-bullelkrack,Cow And Calf ,twomouth-unnamedlake-imag0097,mapitem.html?id=twomouth-unnamedlake-imag0097
16454,trailcam,video/avi,Wapiti,ballcreek-cedarrub-bullelkrack,mapitem.html?id=ballcreek-cedarrub-bullelkrack,Tarp Setup,tarp-setup,mapitem.html?id=tarp-setup,Waters Edge,twomouth-unnamedlake-imag0007,mapitem.html?id=twomouth-unnamedlake-imag0007
18544,contextual,image/jpg,Tarp Setup,tarp-setup,mapitem.html?id=tarp-setup,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0154,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0154,Wapiti,ballcreek-cedarrub-bullelkrack,mapitem.html?id=ballcreek-cedarrub-bullelkrack
13949,trailcam,image/jpg,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0154,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0154,Sleetdance,twomouth-unnamedlake-imag0037,mapitem.html?id=twomouth-unnamedlake-imag0037,Tarp Setup,tarp-setup,mapitem.html?id=tarp-setup
12753,trailcam,image/jpg,Sleetdance,twomouth-unnamedlake-imag0037,mapitem.html?id=twomouth-unnamedlake-imag0037,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0169,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0169,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0154,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0154
4583,trailcam,image/jpg,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0169,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0169,Alpine Sunrise,two-mouth-meadow-imag0141,mapitem.html?id=two-mouth-meadow-imag0141,Sleetdance,twomouth-unnamedlake-imag0037,mapitem.html?id=twomouth-unnamedlake-imag0037
7332,trailcam,image/jpg,Alpine Sunrise,two-mouth-meadow-imag0141,mapitem.html?id=two-mouth-meadow-imag0141,"Jack, Michael, and Chris caught on camera with Selkirk Crest behind",jmc_on_ridgeline,mapitem.html?id=jmc_on_ridgeline,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0169,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0169
2325,image,image/jpg,"Jack, Michael, and Chris caught on camera with Selkirk Crest behind",jmc_on_ridgeline,mapitem.html?id=jmc_on_ridgeline,Feeding Time,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,Alpine Sunrise,two-mouth-meadow-imag0141,mapitem.html?id=two-mouth-meadow-imag0141
7463,trailcam,image/jpg,Feeding Time,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,"""Pierre-Jean De Smet, S. J. seated formal pose, ca. 1864""",desmet-formal-pose,mapitem.html?id=desmet-formal-pose,"Jack, Michael, and Chris caught on camera with Selkirk Crest behind",jmc_on_ridgeline,mapitem.html?id=jmc_on_ridgeline
8421,contextual,image/jpg,"""Pierre-Jean De Smet, S. J. seated formal pose, ca. 1864""",desmet-formal-pose,mapitem.html?id=desmet-formal-pose,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0129,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0129,Feeding Time,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277
18459,trailcam,image/jpg,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0129,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0129,Velvet Morning,salmopriest-criticalhabitat-salmodivide535rim-imag0034,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0034,"""Pierre-Jean De Smet, S. J. seated formal pose, ca. 1864""",desmet-formal-pose,mapitem.html?id=desmet-formal-pose
