otherobjectid,objectid,filename,youtubeid,itemtype,format,title,latitude,longitude,date,date is approximate?,encounterdate,description,subject,location,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying355,ballcreek-cedarrub-wetblackbearrubdismount,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-cedarrub-wetblackbearrubdismount.mp4,,trailcam,video/avi,Wet Bear,48.770613,-116.619259,,,,,,Ball Creek;Cedar Rub,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-cedarrub-wetblackbearrubdismount.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-cedarrub-wetblackbearrubdismount_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-cedarrub-wetblackbearrubdismount_th.jpg
storying356,ballcreek-smallclearing-bigbullmooseapproachesfromright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bigbullmooseapproachesfromright.mp4,,trailcam,video/avi,Bull Approaches Stage Right,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bigbullmooseapproachesfromright.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bigbullmooseapproachesfromright_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bigbullmooseapproachesfromright_th.jpg
storying357,ballcreek-smallclearing-blackbearinspectscam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-blackbearinspectscam.mp4,,trailcam,video/avi,Investigates Cam,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-blackbearinspectscam.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-blackbearinspectscam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-blackbearinspectscam_th.jpg
storying358,ballcreek-smallclearing-blusterydayshot,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-blusterydayshot.mp4,,trailcam,video/avi,Blustery,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-blusterydayshot.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-blusterydayshot_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-blusterydayshot_th.jpg
storying359,ballcreek-smallclearing-bullandcowmooseatnight,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullandcowmooseatnight.mp4,,trailcam,video/avi,Bull and Cow,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullandcowmooseatnight.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullandcowmooseatnight_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullandcowmooseatnight_th.jpg
storying360,ballcreek-smallclearing-bullmoosebehindnight,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosebehindnight.mp4,,trailcam,video/avi,Bollocks,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosebehindnight.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosebehindnight_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosebehindnight_th.jpg
storying361,ballcreek-smallclearing-bullmoosecenteredaway,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosecenteredaway.mp4,,trailcam,video/avi,Browsing,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosecenteredaway.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosecenteredaway_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosecenteredaway_th.jpg
storying362,ballcreek-smallclearing-bullmoosefogscam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosefogscam.mp4,,trailcam,video/avi,Turn Down Your Volume,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosefogscam.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosefogscam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosefogscam_th.jpg
storying363,ballcreek-smallclearing-bullmooseheadclearandcloseup,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmooseheadclearandcloseup.mp4,,trailcam,video/avi,Eye to Eye,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmooseheadclearandcloseup.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmooseheadclearandcloseup_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmooseheadclearandcloseup_th.jpg
storying364,ballcreek-smallclearing-bullmooseheadinclearingcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmooseheadinclearingcam.mp4,,trailcam,video/avi,Behind the Veil ,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmooseheadinclearingcam.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmooseheadinclearingcam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmooseheadinclearingcam_th.jpg
storying365,ballcreek-smallclearing-bullmoosequarteringawaycloseup,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosequarteringawaycloseup.mp4,,trailcam,video/avi,Quartering Away,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosequarteringawaycloseup.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosequarteringawaycloseup_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosequarteringawaycloseup_th.jpg
storying366,ballcreek-smallclearing-bullmoosequarteringawayvideo,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosequarteringawayvideo.mp4,,trailcam,video/avi,Shoulder,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosequarteringawayvideo.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosequarteringawayvideo_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosequarteringawayvideo_th.jpg
storying367,ballcreek-smallclearing-bullmoosequarteringawaywithwoodpecker,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosequarteringawaywithwoodpecker.mp4,,trailcam,video/avi,Bull and Woodpecker,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosequarteringawaywithwoodpecker.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosequarteringawaywithwoodpecker_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosequarteringawaywithwoodpecker_th.jpg
storying368,ballcreek-smallclearing-bullmooseshoulderprofilebellandwind,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmooseshoulderprofilebellandwind.mp4,,trailcam,video/avi,Ringing Bell,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmooseshoulderprofilebellandwind.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmooseshoulderprofilebellandwind_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmooseshoulderprofilebellandwind_th.jpg
storying369,ballcreek-smallclearing-bullmoosethrushpeckerlookingback,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosethrushpeckerlookingback.mp4,,trailcam,video/avi,Looking Back,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosethrushpeckerlookingback.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosethrushpeckerlookingback_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosethrushpeckerlookingback_th.jpg
storying370,ballcreek-smallclearing-bullmoosewalksofftotheleft,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosewalksofftotheleft.mp4,,trailcam,video/avi,Exit Stage Left,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-bullmoosewalksofftotheleft.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-bullmoosewalksofftotheleft_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-bullmoosewalksofftotheleft_th.jpg
storying371,ballcreek-smallclearing-chocolatebearbitescam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-chocolatebearbitescam.mp4,,trailcam,video/avi,A Taste,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-chocolatebearbitescam.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-chocolatebearbitescam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-chocolatebearbitescam_th.jpg
storying372,ballcreek-smallclearing-chocolatebearsniffscenter,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-chocolatebearsniffscenter.mp4,,trailcam,video/avi,Chocolate Sniffs,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-chocolatebearsniffscenter.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-chocolatebearsniffscenter_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-chocolatebearsniffscenter_th.jpg
storying373,ballcreek-smallclearing-cowmooseapproach-vid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseapproach.mp4,,trailcam,video/avi,Approach,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseapproach.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmooseapproach_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmooseapproach_th.jpg
storying374,ballcreek-smallclearing-cowmooseapproachesfromleft,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseapproachesfromleft.mp4,,trailcam,video/avi,Approach,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseapproachesfromleft.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmooseapproachesfromleft_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmooseapproachesfromleft_th.jpg
storying375,ballcreek-smallclearing-cowmooseapproachesfromright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseapproachesfromright.mp4,,trailcam,video/avi,Approach,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseapproachesfromright.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmooseapproachesfromright_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmooseapproachesfromright_th.jpg
storying376,ballcreek-smallclearing-cowmooseblurrylookingatcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseblurrylookingatcam.mp4,,trailcam,video/avi,Metalepsis ,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseblurrylookingatcam.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmooseblurrylookingatcam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmooseblurrylookingatcam_th.jpg
storying377,ballcreek-smallclearing-cowmoosebrowsingcenterright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosebrowsingcenterright.mp4,,trailcam,video/avi,Browsing,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosebrowsingcenterright.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmoosebrowsingcenterright_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmoosebrowsingcenterright_th.jpg
storying378,ballcreek-smallclearing-cowmoosebrowsingindistance,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosebrowsingindistance.mp4,,trailcam,video/avi,Browsing,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosebrowsingindistance.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmoosebrowsingindistance_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmoosebrowsingindistance_th.jpg
storying379,ballcreek-smallclearing-cowmoosecenteredwiththrushlookswestwalksoff,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosecenteredwiththrushlookswestwalksoff.mp4,,trailcam,video/avi,Thrush,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosecenteredwiththrushlookswestwalksoff.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmoosecenteredwiththrushlookswestwalksoff_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmoosecenteredwiththrushlookswestwalksoff_th.jpg
storying380,ballcreek-smallclearing-cowmooseearlymorningfoggycam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseearlymorningfoggycam.mp4,,trailcam,video/avi,Foggy,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseearlymorningfoggycam.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmooseearlymorningfoggycam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmooseearlymorningfoggycam_th.jpg
storying381,ballcreek-smallclearing-cowmooseexitscenterleft,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseexitscenterleft.mp4,,trailcam,video/avi,Exit ,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseexitscenterleft.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmooseexitscenterleft_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmooseexitscenterleft_th.jpg
storying382,ballcreek-smallclearing-cowmoosefrozenlookingaway,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosefrozenlookingaway.mp4,,trailcam,video/avi,Frozen,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosefrozenlookingaway.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmoosefrozenlookingaway_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmoosefrozenlookingaway_th.jpg
storying383,ballcreek-smallclearing-cowmooseitchesleg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseitchesleg.mp4,,trailcam,video/avi,Itchy,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmooseitchesleg.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmooseitchesleg_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmooseitchesleg_th.jpg
storying384,ballcreek-smallclearing-cowmoosewithbellblurryright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosewithbellblurryright.mp4,,trailcam,video/avi,Blur,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-cowmoosewithbellblurryright.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-cowmoosewithbellblurryright_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-cowmoosewithbellblurryright_th.jpg
storying385,ballcreek-smallclearing-deckerpano,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-deckerpano.mp4,,trailcam,video/avi,Human Panorama,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-deckerpano.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-deckerpano_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-deckerpano_th.jpg
storying386,ballcreek-smallclearing-deckertoss,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-deckertoss.mp4,,trailcam,video/avi,Toss,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-deckertoss.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-deckertoss_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-deckertoss_th.jpg
storying387,ballcreek-smallclearing-largeblackbearcenteredbrowsing,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-largeblackbearcenteredbrowsing.mp4,,trailcam,video/avi,Bear ,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-largeblackbearcenteredbrowsing.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-largeblackbearcenteredbrowsing_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-largeblackbearcenteredbrowsing_th.jpg
storying388,ballcreek-smallclearing-nicelylitdoebrowsing,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-nicelylitdoebrowsing.mp4,,trailcam,video/avi,Doe Browsing,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-nicelylitdoebrowsing.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-nicelylitdoebrowsing_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-nicelylitdoebrowsing_th.jpg
storying389,ballcreek-smallclearing-nightrain,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-nightrain.mp4,,trailcam,video/avi,Night Rain,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-nightrain.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-nightrain_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-nightrain_th.jpg
storying390,ballcreek-smallclearing-smallbullpassby,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-smallbullpassby.mp4,,trailcam,video/avi,Pass By,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-smallbullpassby.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-smallbullpassby_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-smallbullpassby_th.jpg
storying391,ballcreek-smallclearing-swainsonsthrushsong,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-swainsonsthrushsong.mp4,,trailcam,video/avi,Swainson's Thrush,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-swainsonsthrushsong.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-swainsonsthrushsong_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-swainsonsthrushsong_th.jpg
storying392,ballcreek-smallclearing-swainsonsthrushsong2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-swainsonsthrushsong2.mp4,,trailcam,video/avi,Swainson's Thrush,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-swainsonsthrushsong2.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-swainsonsthrushsong2_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-swainsonsthrushsong2_th.jpg
storying393,ballcreek-smallclearing-swainsonsthrushsong3,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-swainsonsthrushsong3.mp4,,trailcam,video/avi,Swainson's Thrush,48.777514,-116.525875,,,,,,Ball Creek;Small Clearing,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/ballcreek-smallclearing-swainsonsthrushsong3.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-swainsonsthrushsong3_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-swainsonsthrushsong3_th.jpg
