otherobjectid,objectid,filename,youtubeid,otheryoutubeid,title,date,date is approximate?,encounterdate,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying634,twomouth-unnamedlake-imag0042,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0042.jpg,,,Party,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0042.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0042_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0042_th.jpg
storying635,twomouth-unnamedlake-imag0043,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0043.jpg,,,At The Edge,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0043.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0043_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0043_th.jpg
storying636,twomouth-unnamedlake-imag0044,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0044.jpg,,,At The Edge Again,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0044.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0044_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0044_th.jpg
storying637,twomouth-unnamedlake-imag0047,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0047.jpg,,,Man With Dog,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0047.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0047_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0047_th.jpg
storying638,twomouth-unnamedlake-imag0049,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0049.jpg,,,Girl,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0049.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0049_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0049_th.jpg
storying639,twomouth-unnamedlake-imag0051,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0051.jpg,,,Muleys,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0051.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0051_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0051_th.jpg
storying640,twomouth-unnamedlake-imag0052,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0052.jpg,,,Trio,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0052.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0052_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0052_th.jpg
storying641,twomouth-unnamedlake-imag0053,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0053.jpg,,,Backward Glance,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0053.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0053_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0053_th.jpg
storying642,twomouth-unnamedlake-imag0054,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0054.jpg,,,Muley Departure,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0054.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0054_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0054_th.jpg
storying643,twomouth-unnamedlake-imag0056,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0056.jpg,,,Leaning In,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0056.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0056_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0056_th.jpg
storying644,twomouth-unnamedlake-imag0057,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0057.jpg,,,Rump,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0057.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0057_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0057_th.jpg
storying645,twomouth-unnamedlake-imag0058,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0058.jpg,,,Rumps,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0058.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0058_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0058_th.jpg
storying646,twomouth-unnamedlake-imag0059,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0059.jpg,,,Distant Rumps,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0059.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0059_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0059_th.jpg
storying647,twomouth-unnamedlake-imag0060,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0060.jpg,,,Three Rumps,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0060.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0060_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0060_th.jpg
storying648,twomouth-unnamedlake-imag0061,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0061.jpg,,,Predator,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0061.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0061_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0061_th.jpg
storying649,twomouth-unnamedlake-imag0062,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0062.jpg,,,Predator ,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0062.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0062_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0062_th.jpg
storying650,twomouth-unnamedlake-imag0067,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0067.jpg,,,Strong Light,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0067.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0067_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0067_th.jpg
storying651,twomouth-unnamedlake-imag0068,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0068.jpg,,,Kit,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0068.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0068_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0068_th.jpg
storying652,twomouth-unnamedlake-imag0074,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0074.jpg,,,Fox,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0074.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0074_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0074_th.jpg
storying653,twomouth-unnamedlake-imag0080,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0080.jpg,,,Moose Rump,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0080.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0080_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0080_th.jpg
storying654,twomouth-unnamedlake-imag0085,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0085.jpg,,,Cow In Rain,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0085.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0085_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0085_th.jpg
storying655,twomouth-unnamedlake-imag0086,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0086.jpg,,,Cow In Rain,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0086.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0086_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0086_th.jpg
storying656,twomouth-unnamedlake-imag0087,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0087.jpg,,,Two Moose,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0087.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0087_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0087_th.jpg
storying657,twomouth-unnamedlake-imag0088,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0088.jpg,,,Two Moose,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0088.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0088_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0088_th.jpg
storying658,twomouth-unnamedlake-imag0089,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0089.jpg,,,Unnamed Evening,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0089.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0089_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0089_th.jpg
storying659,twomouth-unnamedlake-imag0095,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0095.jpg,,,Moose Silhouette,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0095.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0095_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0095_th.jpg
storying660,twomouth-unnamedlake-imag0097,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0097.jpg,,,Cow And Calf ,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0097.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0097_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0097_th.jpg
storying661,twomouth-unnamedlake-imag0098,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0098.jpg,,,Contemplative,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0098.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0098_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0098_th.jpg
storying662,twomouth-unnamedlake-imag0099,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0099.jpg,,,Cow,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0099.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0099_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0099_th.jpg
storying663,twomouth-unnamedlake-imag0101,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0101.jpg,,,Cow Again,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0101.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0101_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0101_th.jpg
storying664,twomouth-unnamedlake-imag0102,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0102.jpg,,,Face,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0102.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0102_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0102_th.jpg
storying665,twomouth-unnamedlake-imag0103,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0103.jpg,,,Ear,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0103.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0103_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0103_th.jpg
storying666,twomouth-unnamedlake-imag0104,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0104.jpg,,,Ear,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0104.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0104_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0104_th.jpg
storying667,twomouth-unnamedlake-imag0105,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0105.jpg,,,Profile,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0105.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0105_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0105_th.jpg
storying668,twomouth-unnamedlake-imag0109,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0109.jpg,,,Enter Shadow Bull,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0109.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0109_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0109_th.jpg
storying669,twomouth-unnamedlake-imag0110,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0110.jpg,,,Shadow Bull,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0110.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0110_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0110_th.jpg
storying670,twomouth-unnamedlake-imag0118,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0118.jpg,,,Hikers Approach,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0118.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0118_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0118_th.jpg
storying671,twomouth-unnamedlake-imag0119,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0119.jpg,,,Hikers Approach,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0119.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0119_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0119_th.jpg
