objectid,storyingid,mapobjectid,filename,youtubeid,,title,date,date is approximate?,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying439,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0236,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0236.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0236,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0236.avi,,
storying440,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0238,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0238.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0238,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0238.avi,,
storying441,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0240,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0240.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0240,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0240.avi,,
storying442,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0242,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0242.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0242,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0242.avi,,
storying443,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0244,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0244.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0244,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0244.avi,,
storying444,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0246,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0246.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0246,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0246.avi,,
storying445,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0248,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0248.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0248,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0248.avi,,
storying446,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0250,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0250.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0250,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0250.avi,,
storying447,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0252,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0252.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0252,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0252.avi,,
storying448,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0254,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0254.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0254,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0254.avi,,
storying449,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0256,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0256.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0256,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0256.avi,,
storying450,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0258,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0258.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0258,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0258.avi,,
storying451,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0260,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0260.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0260,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0260.avi,,
storying452,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0262,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0262.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0262,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0262.avi,,
storying453,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0264,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0264.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0264,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0264.avi,,
storying454,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0266,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0266.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0266,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0266.avi,,
storying455,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0268,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0268.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0268,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0268.avi,,
storying456,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0270,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0270.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0270,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0270.avi,,
storying457,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0272,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0272.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0272,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0272.avi,,
storying458,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0274,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0274.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0274,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0274.avi,,
storying459,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0276,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0276.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0276,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0276.avi,,
storying460,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0278,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0278.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0278,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0278.avi,,
storying461,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0280,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0280.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0280,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0280.avi,,
storying462,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0282,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0282.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0282,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0282.avi,,
storying463,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0284,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0284.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0284,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0284.avi,,
storying464,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0286,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0286.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0286,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0286.avi,,
storying465,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0288,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0288.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0288,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0288.avi,,
storying466,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0290,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0290.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0290,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0290.avi,,
storying467,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0292,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0292.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0292,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0292.avi,,
storying468,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0294,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0294.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0294,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0294.avi,,
storying469,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0296,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0296.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0296,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0296.avi,,
storying470,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0298,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0298.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0298,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0298.avi,,
storying471,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0300,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0300.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0300,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0300.avi,,
storying472,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0302,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0302.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0302,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0302.avi,,
storying473,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0304,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0304.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0304,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0304.avi,,
storying474,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0306,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0306.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0306,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0306.avi,,
storying475,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0308,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0308.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0308,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0308.avi,,
storying476,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0310,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0310.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0310,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0310.avi,,
storying477,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0312,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0312.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0312,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0312.avi,,
storying478,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0314,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0314.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0314,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0314.avi,,
storying479,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0316,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0316.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0316,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0316.avi,,
storying480,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0318,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0318.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0318,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0318.avi,,
storying481,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0320,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0320.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0320,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0320.avi,,
storying482,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0322,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0322.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0322,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0322.avi,,
storying483,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0324,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0324.avi,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0324,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0324.avi,,
