objectid,storyingid,mapobjectid,filename,youtubeid,,title,date,date is approximate?,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying001,Bull-Elk-Investigates,Bull-Elk-Investigates,Bull-Elk-Investigates.AVI,Zqk2J6wXyos,,Bull Elk Investigates,2020-07-04,,Bulk Elk investigates cedar tree,Bull elk; cedar tree; game camera,Ball creek drainage,"48Â°46'07.4""N","-116Â°37'26.6""W",video/avi,48.768722,-116.624056,Image;StillImage,eng,,,image,,,
storying002,Bull-Moose-Shoulder-Profile-Bell-and-Wind,Bull-Moose-Shoulder-Profile-Bell-and-Wind,Bull-Moose-Shoulder-Profile-Bell-and-Wind.AVI,RMywG_Qrp5E,,Bull Moose Shoulder Profile Bell and Wind,2020-07-10,,"Bull moose stands in front of game camera revealing shoulder, bell.",Bull moose; game camera,Ball creek drainage,"48Â°46'07.4""N","-116Â°37'26.6""W",video/avi,48.768722,-116.624056,Image;StillImage,eng,,,image,,,
storying003,Cinnamon-Bear-Rubs-2-0,Cinnamon-Bear-Rubs-2-0,Cinnamon-Bear-Rubs-2.0.AVI,acHU-aWvRyg,,Cinnamon Bear Rubs 2.0,2020-07-15,,Cinnamon bear rubs cedar tree,Cinnamon bear; cedar tree; game camera,Ball creek drainage,"48Â°46'07.4""N","-116Â°37'26.6""W",video/avi,48.768722,-116.624056,Image;StillImage,eng,,,image,,,
storying004,Man-Draws-Gun,Man-Draws-Gun,Man-Draws-Gun.AVI,u11iRryOoww,,Man Draws Gun,2020-07-10,,Man with family draws gun near cedar tree,Man; wife; two daughters; cedar tree; game camera,Ball creek drainage,"48Â°46'07.4""N","-116Â°37'26.6""W",video/avi,48.768722,-116.624056,Image;StillImage,eng,,,image,,,
storying005,Grizzly-Bear-Pipe,Grizzly-Bear-Pipe,Grizzly-Bear-Pipe.AVI,J0rZhbQu0yQ,,Grizzly Bear Pipe,2020-07-13,,"Grizzly bear passes game camera, investigates",Grizzly bear; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",video/avi,48.953306,-117.025,Image;StillImage,eng,,,image,,,
storying006,Windy-Saddle,Windy-Saddle,Windy-Saddle.AVI,ORJ0jmas6jA,,Windy Saddle,2020-06-24,,Windstorm shakes trees near little snowy top,Trees; wind; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",video/avi,48.953306,-117.025,Image;StillImage,eng,,,image,,,
storying007,Chimney-Rock-Encounter,Chimney-Rock-Encounter,Bob-Case,IcLEv19OuZo,,Chimney Rock Encounter,1994-07-01,y,Bob Case sees and photographs a bull caribou while hiking alone at Chimney Rock,Bob Case,"Chimney Rock, ID","48Â°37'07.6""N","-116Â°41'48.9""W",video/avi,48.618778,-116.696917,Image;StillImage,eng,,,image,,,
storying008,Caribou-Encounter-in-BC,Caribou-Encounter-in-BC,Bryce-Comer,c80vY9jA4ec,,Caribou Encounter in BC,2010,y,Bryce Comer recounts his experience filming caribou in southern BC,Bryce Comer,"Stagleap Provincial Park, BC","49Â°09'11.6""N","-116Â°59'49.4""W",video/avi,49.153222,-116.997056,Image;StillImage,eng,,,image,,,
storying009,Two-Mouth-Lakes-Encounter,Two-Mouth-Lakes-Encounter,Debbie-Ackley,evh-ANBad_I,,Two Mouth Lakes Encounter,1991,y,Debby Ackley describes seeing a caribou on her hike to Two Mouth Lakes,Debby Ackley,"Two Mouth Lakes, ID","48Â°42'32.5""N","-116Â°38'43.1""W",video/avi,48.709028,-116.645306,Image;StillImage,eng,,,image,,,
storying010,Schweitzer-Mt-Encounter,Schweitzer-Mt-Encounter,John-Nylund,OJXY8Yzuji4,,Schweitzer Mt. Encounter,1990,y,John Nylund describes seeing a caribou while working on the quad chair at Schweitzer Mt.,John Nylund,Schweitzer Mt. ID,"48Â°23'50.0""N","-116Â°36'25.8""W",video/avi,48.397222,-116.607167,Image;StillImage,eng,,,image,,,
storying011,Black-bear-gaze,Black-bear-gaze,https://cdil.lib.uidaho.edu/storying-extinction/objects/Black-bear-gaze.jpg,,,Black bear gaze,2020-07-06,,Black bear gazes at game camera,Black bear; game camera,Ball creek drainage,"48Â°46'07.4""N","-116Â°37'26.6""W",image/jpg,48.768722,-116.624056,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/Black-bear-gaze.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Black-bear-gaze.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Black-bear-gaze.jpg
storying012,Coyote-SP,Coyote-SP,https://cdil.lib.uidaho.edu/storying-extinction/objects/Coyote-SP.jpg,,,Coyote SP,2020-06-22,,Coyote passes game camera on trail,Coyote; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",image/jpg,48.953306,-117.025,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/Coyote-SP.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Coyote-SP.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Coyote-SP.jpg
storying013,Hoary-Marmot-Wrestle,Hoary-Marmot-Wrestle,https://cdil.lib.uidaho.edu/storying-extinction/objects/Hoary-Marmot-Wrestle.jpg,,,Hoary Marmot Wrestle,2020-06-05,,Two hoary marmots wrestle near the ridgeline,Hoary marmot 1; hoary marmot 2; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",image/jpg,48.953306,-117.025,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/Hoary-Marmot-Wrestle.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Hoary-Marmot-Wrestle.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Hoary-Marmot-Wrestle.jpg
storying014,Mule-Deer-Buck-SP,Mule-Deer-Buck-SP,https://cdil.lib.uidaho.edu/storying-extinction/objects/Mule-Deer-Buck-SP.jpg,,,Mule Deer Buck SP,2020-06-27,,Mule deer buck at game camera,Mule deer; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",image/jpg,48.953306,-117.025,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/Mule-Deer-Buck-SP.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Mule-Deer-Buck-SP.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Mule-Deer-Buck-SP.jpg
storying015,Cedar-Hemlock,Cedar-Hemlock,https://cdil.lib.uidaho.edu/storying-extinction/objects/Cedar-Hemlock.jpg,,,Cedar Hemlock,2020-07-20,,Cedar Hemlock forest,Cedar Hemlock trees; game camera,Ball creek drainage,"48Â°46'07.4""N","-116Â°37'26.6""W",image/jpg,48.768722,-116.624056,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/Cedar-Hemlock.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Cedar-Hemlock.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Cedar-Hemlock.jpg
storying016,Englemann-Spruce-subalpine-fir,Englemann-Spruce-subalpine-fir,https://cdil.lib.uidaho.edu/storying-extinction/objects/Engelmann-subalpine.jpg,,,Englemann Spruce/subalpine fir,2020-05-30,,Englemann spruce forest in snow/rain/fog,Englemann and subalpine trees; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",image/jpg,48.953306,-117.025,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/Engelmann-subalpine.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Engelmann-subalpine.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Engelmann-subalpine.jpg
storying017,twisted-stalk,twisted-stalk,https://cdil.lib.uidaho.edu/storying-extinction/objects/twisted-stalk.jpg,,,twisted stalk,2020-07-30,,Twisted stalk in drainage off of Little Snowy Top,Twisted Stalk; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",image/jpg,48.953306,-117.025,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/twisted-stalk.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/twisted-stalk.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/twisted-stalk.jpg
storying018,Spruce-grouse-takes-off,Spruce-grouse-takes-off,Spruce-Grouse.m4v,sfmpHXFteH8,,Spruce grouse takes off,2020-05-30,,Spruce grouse takes off of dead fall near little snowy top,Spruce grouse; game camera,Little Snowy Top,"48Â°57'11.9""N","-117Â°01'30.0""W",video/mv4,48.953306,-117.025,Image;StillImage,eng,,,image,,,
storying019,caribou-mural-in-sandpoint,caribou-mural-in-sandpoint,https://cdil.lib.uidaho.edu/storying-extinction/objects/Sandpoint-caribou-mural.jpg,,,caribou mural in sandpoint,2020-06-23,,"Caribout mural in Sandpoint, ID",Mural,"Sandpoint, ID","48Â°16'41.4""N","-116Â°33'20.6""W",image/jpg,48.278167,-116.555722,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/Sandpoint-caribou-mural.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Sandpoint-caribou-mural.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/Sandpoint-caribou-mural.jpg
storying020,BallCreek-CedarRub-Blackbearpassingthrough,BallCreek-CedarRub-Blackbearpassingthrough,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Blackbearpassingthrough.jpg,,,Blackbearpassingthrough,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Blackbearpassingthrough.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Blackbearpassingthrough_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Blackbearpassingthrough_th.jpg
storying021,BallCreek-CedarRub-Blackbearpassingthrough2,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Blackbearpassingthrough2.jpg,,,Blackbearpassingthrough2,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Blackbearpassingthrough2.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Blackbearpassingthrough2_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Blackbearpassingthrough2_th.jpg
storying022,BallCreek-CedarRub-Blackbearrub,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Blackbearrub.jpg,,,Blackbearrub,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Blackbearrub.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Blackbearrub_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Blackbearrub_th.jpg
storying023,BallCreek-CedarRub-Bullelkbrowsing,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Bullelkbrowsing.jpg,,,Bullelkbrowsing,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Bullelkbrowsing.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Bullelkbrowsing_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Bullelkbrowsing_th.jpg
storying024,BallCreek-CedarRub-Bullelkcloseup,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Bullelkcloseup.jpg,,,Bullelkcloseup,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Bullelkcloseup.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Bullelkcloseup_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Bullelkcloseup_th.jpg
storying025,BallCreek-CedarRub-Bullelkinvestigatesrub,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Bullelkinvestigatesrub.jpg,,,Bullelkinvestigatesrub,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Bullelkinvestigatesrub.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Bullelkinvestigatesrub_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Bullelkinvestigatesrub_th.jpg
storying026,BallCreek-CedarRub-Cinnamonbearinvestigatestree2,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Cinnamonbearinvestigatestree2.jpg,,,Cinnamonbearinvestigatestree2,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Cinnamonbearinvestigatestree2.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Cinnamonbearinvestigatestree2_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Cinnamonbearinvestigatestree2_th.jpg
storying027,BallCreek-CedarRub-Cinnamonblackapproachestree,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Cinnamonblackapproachestree.jpg,,,Cinnamonblackapproachestree,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Cinnamonblackapproachestree.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Cinnamonblackapproachestree_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Cinnamonblackapproachestree_th.jpg
storying028,BallCreek-CedarRub-Cinnamonblackbeardeparts,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Cinnamonblackbeardeparts.jpg,,,Cinnamonblackbeardeparts,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Cinnamonblackbeardeparts.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Cinnamonblackbeardeparts_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Cinnamonblackbeardeparts_th.jpg
storying029,BallCreek-CedarRub-Deckerfacescam,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Deckerfacescam.jpg,,,Deckerfacescam,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Deckerfacescam.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Deckerfacescam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Deckerfacescam_th.jpg
storying030,BallCreek-CedarRub-Familypassestree,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Familypassestree.jpg,,,Familypassestree,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Familypassestree.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Familypassestree_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Familypassestree_th.jpg
storying031,BallCreek-CedarRub-Hikerpassestree,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Hikerpassestree.jpg,,,Hikerpassestree,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Hikerpassestree.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Hikerpassestree_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Hikerpassestree_th.jpg
storying032,BallCreek-CedarRub-Moosedeparture,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Moosedeparture.jpg,,,Moosedeparture,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Moosedeparture.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Moosedeparture_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Moosedeparture_th.jpg
storying033,BallCreek-CedarRub-Mooseinvestigatestree,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Mooseinvestigatestree.jpg,,,Mooseinvestigatestree,,,,,Ball Creek;Cedar Rub,,,image/jpg,48.770613,-116.619259,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-CedarRub-Mooseinvestigatestree.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-CedarRub-Mooseinvestigatestree_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-CedarRub-Mooseinvestigatestree_th.jpg
storying034,BallCreek-SmallClearing-Blackbeargaze,BallCreek-SmallClearing-Blackbeargaze,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Blackbeargaze.jpg,,,Blackbeargaze,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Blackbeargaze.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Blackbeargaze_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Blackbeargaze_th.jpg
storying035,BallCreek-SmallClearing-Bullheadinfogblur,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullheadinfogblur.jpg,,,Bullheadinfogblur,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullheadinfogblur.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Bullheadinfogblur_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Bullheadinfogblur_th.jpg
storying036,BallCreek-SmallClearing-Bullmooseatnight,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmooseatnight.jpg,,,Bullmooseatnight,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmooseatnight.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Bullmooseatnight_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Bullmooseatnight_th.jpg
storying037,BallCreek-SmallClearing-Bullmoosebuttnight,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmoosebuttnight.jpg,,,Bullmoosebuttnight,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmoosebuttnight.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Bullmoosebuttnight_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Bullmoosebuttnight_th.jpg
storying038,BallCreek-SmallClearing-Bullmoosequarteringaway,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmoosequarteringaway.jpg,,,Bullmoosequarteringaway,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmoosequarteringaway.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Bullmoosequarteringaway_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Bullmoosequarteringaway_th.jpg
storying039,BallCreek-SmallClearing-Bullmoosequarteringinrightthirdofscreen,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmoosequarteringinrightthirdofscreen.jpg,,,Bullmoosequarteringinrightthirdofscreen,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmoosequarteringinrightthirdofscreen.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Bullmoosequarteringinrightthirdofscreen_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Bullmoosequarteringinrightthirdofscreen_th.jpg
storying040,BallCreek-SmallClearing-Bullmooseshoulderprofile,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmooseshoulderprofile.jpg,,,Bullmooseshoulderprofile,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Bullmooseshoulderprofile.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Bullmooseshoulderprofile_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Bullmooseshoulderprofile_th.jpg
storying041,BallCreek-SmallClearing-Cowmooseapproach,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooseapproach.jpg,,,Cowmooseapproach,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooseapproach.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Cowmooseapproach_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Cowmooseapproach_th.jpg
storying042,BallCreek-SmallClearing-Cowmooselookingatcam,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooselookingatcam.jpg,,,Cowmooselookingatcam,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooselookingatcam.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Cowmooselookingatcam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Cowmooselookingatcam_th.jpg
storying043,BallCreek-SmallClearing-Cowmooselooksatcam,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooselooksatcam.jpg,,,Cowmooselooksatcam,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooselooksatcam.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Cowmooselooksatcam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Cowmooselooksatcam_th.jpg
storying044,BallCreek-SmallClearing-Cowmooserightblurry,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooserightblurry.jpg,,,Cowmooserightblurry,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Cowmooserightblurry.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Cowmooserightblurry_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Cowmooserightblurry_th.jpg
storying045,BallCreek-SmallClearing-Deckerselfie,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Deckerselfie.jpg,,,Deckerselfie,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Deckerselfie.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/BallCreek-SmallClearing-Deckerselfie_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/BallCreek-SmallClearing-Deckerselfie_th.jpg
